name,address,zipCode,biz_id,rating,review_count
China House,618  Market St,19106,china-house-philadelphia,3.5,29
China House #5,2123 W Oregon Ave,19145,china-house-philadelphia-11,4.0,31
China Rainbow Restaurant,7217  Torresdale Ave,19135,china-rainbow-restaurant-philadelphia,3.0,12
China Ruby Restaurant,1535  Cottman Ave,19111,china-ruby-philadelphia,4.0,9
China Star,1600 N Broad St STE 5,19121,pita-chip-philadelphia,4.5,53
China Star,3084  Frankford Ave,19134,china-star-philadelphia-2,3.0,4
Chipotle Mexican Grill,1100 W Montgomery Ave STE A,19122,chipotle-mexican-grill-philadelphia-7,2.5,12
Chipotle Mexican Grill,1200  Walnut St,19107,chipotle-mexican-grill-philadelphia-3,3.0,86
Chipotle Mexican Grill,2327  Cottman Ave  61,19149,chipotle-mexican-grill-philadelphia-10,2.5,27
Chipotle Mexican Grill,3925  Walnut St,19104,chipotle-mexican-grill-philadelphia-8,3.0,96
Chipotle Mexican Grill,4030  City Ave,19131,chipotle-mexican-grill-philadelphia-2,4.0,92
Chipotle Mexican Grill (Terminal F),8500  Essington Ave,19153,chipotle-mexican-grill-philadelphia-6,2.5,16
Chloe's  -  Tent  Operation,4162  Main St,19127,chloes-corner-philadelphia,4.0,24
Chloe's Corner,4162  Main St   a,19127,chloes-corner-philadelphia,4.0,24
Choi's Deli,1228  Spruce St,19107,jays-deli-philadelphia,4.0,55
Chris' Jazz Cafe,1421  Sansom St,19102,chris-jazz-cafe-philadelphia-2,3.5,164
Chris' Pizza,3701  Haverford Ave,19104,chrispizza-philadelphia,3.0,2
Chris's Pizza,3971  Ford Rd,19131,chriss-pizza-philadelphia,2.5,16
Christie's Deli,1822  Spring Garden St UNIT B,19130,christies-deli-philadelphia,5.0,33
Chubby's Fox Chase Deli,537  Hoffnagle St,19111,chubbys-fox-chase-deli-philadelphia,4.5,32
Chuck E Cheese,9175  Roosevelt Blvd,19114,chuck-e-cheeses-philadelphia-2,2.0,10
Chuck E Cheese Pizza,9 E Snyder Ave,19148,chuck-e-cheeses-philadelphia,2.5,8
Chun Hing,4160  Monument Rd,19131,chun-hing-restaurant-philadelphia,3.5,76
Ciao Pizza,1709  Chestnut St,19103,ciao-pizza-philadelphia,3.5,40
Cibo Ristorante Italiano,1227  Walnut St,19107,cibo-ristorante-italiano-philadelphia,3.5,61
Cinder,1500  Locust St,19102,cinder-philadelphia,4.0,24
Circles Restaurant,1516  Tasker St,19145,circles-contemporary-asian-philadelphia,4.0,319
City Diner,521 S Broad St,19147,city-diner-philadelphia,3.5,29
City Line Diner & Deli,7547  Haverford Ave,19151,city-line-deli-and-franks-catering-philadelphia,3.5,20
City Line Pizza,2749 N 47th St,19131,city-line-pizza-philadelphia,4.0,30
City Pizza,100  Snyder Ave,19148,city-pizza-philadelphia,3.0,54
City Pizza,2700 S 16th St,19145,city-pizza-of-16th-st-philadelphia,3.0,21
City Sports,1608  Walnut St LOWR,19103,city-sports-philadelphia,4.0,60
City Tavern,138 S 02nd St,19106,city-tavern-philadelphia,4.0,523
City View Pizza,1434  Cecil B. Moore Ave,19121,city-view-pizza-philadelphia-2,3.5,51
City View Pizza,1547  Spring Garden St,19130,city-view-pizza-and-grill-philadelphia-2,3.0,90
Clarkville,4301  Baltimore Ave,19104,clarkville-philadelphia,3.5,78
Claudio King of Cheese,924 S 09th St,19147,claudios-specialty-foods-philadelphia,4.5,124
Cleavers,108 S 18th St,19103,cleavers-philadelphia,4.5,226
Clock Bar,3649  Germantown Ave,19140,clock-bar-philadelphia,3.5,32
Coach's Sports Bar & Grill,6529  Frankford Ave,19135,coachs-bar-and-grill-philadelphia,4.0,6
Coeur,824 S 8th St,19147,coeur-philadelphia-2,4.0,56
Coffee House Too,2514 E York St,19125,coffee-house-too-philadelphia,4.5,139
Coffee House Too,501  Fairmount Ave,19123,coffee-house-too-cafe-philadelphia-2,4.5,44
Cold Cut Hut,2147 S 16th St,19145,cold-cut-hut-philadelphia,5.0,4
Cold Stone Creamery,2530  Aramingo Ave   B,19125,cold-stone-creamery-philadelphia-2,3.5,14
Colonial Pizza,400 S 43rd St,19104,colonial-pizza-philadelphia,3.5,81
Columbia Seafood,1701  Cecil B. Moore Ave,19121,columbia-fish-philadelphia,4.0,2
Commissary Food Market,5255  Ridge Ave,19128,commissary-food-market-philadelphia,2.5,6
Common Wealth Old City,319  Market St,19106,common-wealth-philadelphia,4.0,49
Con Murphy's,1700  Benjamin Franklin Pkwy,19103,con-murphys-philadelphia-3,3.5,176
Congregation Rodeph Shalom,615 N Broad St,19123,congregation-rodeph-shalom-philadelphia-2,5.0,1
Connie's Ric Rac,1132 S 09th St,19147,connies-ric-rac-philadelphia,3.5,26
Continental Midtown,1801  Chestnut St,19103,continental-mid-town-philadelphia-2,3.5,1178
Cook,253 S 20th St LOWR,19103,cook-philadelphia,4.0,39
Cook and Shaker,2301 E Albert St,19125,cook-and-shaker-philadelphia-2,4.5,86
Cookie's Bar,2026 S 03rd St,19148,cookies-philadelphia,3.5,3
Cookies Tavern,2654 S Alder St,19148,cookies-tavern-philadelphia,4.5,7
Coopers Bar & Grill,100 W Wyoming Ave,19140,coopers-sports-bar-and-grill-philadelphia,3.5,5
Copa Banana,4000  Spruce St,19104,copabanana-philadelphia-3,3.0,221
Copas Cubanas Restaurant,4637 N 05th St,19140,copas-cubanas-philadelphia,3.0,2
Core De Roma,214  South St,19147,core-de-roma-philadelphia-2,4.0,85
Cosi,1128  Walnut St,19107,cosi-philadelphia-5,2.5,68
Cosi,1700  Market St   C,19103,cosi-philadelphia-11,3.0,26
Cosi,235 S 15th St,19102,cosi-philadelphia-6,2.5,57
Cosi,325  Chestnut St   active,19106,cosi-philadelphia,2.0,59
Cosimo's Pizza Cafe,8624  Germantown Ave   pizza,19118,cosimos-pizza-philadelphia,3.0,41
Cosmi's Deli,1501 S 08th St,19147,cosmis-deli-philadelphia,4.5,247
Cosmic Cafe' @ Lloyd Hall on Kelly Drive,1  Boat House Row,19130,cosmic-cafe-and-catering-philadelphia,4.0,21
Country Club Resturant,1717  Cottman Ave,19111,country-club-diner-philadelphia-2,3.0,49
Courtyard by Marriott,21 N Juniper St   hotel,19107,courtyard-philadelphia-downtown-philadelphia,3.5,162
Courtyard by Marriott,8900  Bartram Ave,19153,courtyard-philadelphia-airport-philadelphia,4.0,30
Coventry Deli,2000  Market St   CD,19103,coventry-deli-philadelphia,4.0,51
Crab House,5706  Germantown Ave   1st,19144,crab-house-5706-philadelphia,2.5,11
Crabdaddy's,6910  Cobbs Creek Pkwy,19142,crabdaddys-philadelphia,5.0,4
Craftsman Row,112 S 08th St,19107,craftsman-row-saloon-philadelphia,4.0,25
Cranky Joe's,3501  Indian Queen Ln,19129,cranky-joes-philadelphia,4.5,17
Crazy Leprechaun,3589  Richmond St,19134,the-crazy-leprechaun-bar-and-grill-philadelphia,3.0,10
Crazy Sushi,1837  Chestnut St BLDG,19103,crazy-sushi-philadelphia,4.0,361
Creative Cafe',3711  Market St,19104,replica-creative-philadelphia-3,4.0,14
Creperie Beau Monde / L'Etage,624 S 06th St,19147,creperie-beau-monde-philadelphia-2,4.0,529
Crime and Punishment Brewing Co.,2711 W Girard Ave,19121,crime-and-punishment-brewing-philadelphia,4.5,68
Crimson Cafe,5847  Market St,19139,the-crimson-cafe-philadelphia,4.5,3
Criniti Ristorante Italiano,2611 S Broad St,19148,criniti-philadelphia,3.5,53
Crisp Kitchen,1100 W Montgomery Ave STE D & E,19122,crisp-kitchen-philadelphia,3.5,14
Croce's Pizza,7400  Lawndale Ave,19111,croces-pizza-philadelphia,4.0,8
Crow And The Pitcher,267 S 19th St,19103,crow-and-the-pitcher-philadelphia,3.5,162
Crown Chicken and Seafood,1128 S Broad St,19146,crown-fried-chicken-philadelphia-12,2.5,10
Crown Fried Chicken,1101  Filbert St,19107,crown-fried-chicken-philadelphia-19,2.5,21
Crown Fried Chicken,4002  Market St,19104,crown-fried-chicken-philadelphia-18,4.0,23
Crowne Plaza Philadelphia West,4010  City Ave,19131,crowne-plaza-philadelphia-west-philadelphia-2,2.5,67
Cuba Libre,10 S 02nd St,19106,cuba-libre-restaurant-and-rum-bar-philadelphia-2,3.5,791
Cucina Forte,768 S 08th St,19147,cucina-forte-philadelphia,4.0,112
Cyber Crepe Cafe,801 S 3 St,19147,cyber-crepe-cafe-philadelphia,5.0,1
Dagwoods Restaurant,4625  Linden Ave,19114,dagwoods-pub-philadelphia,4.0,38
Dairy Queen,1619  Grant Ave   1,19115,dairy-queen-philadelphia-3,4.0,5
Daiva's Diner and Grille,6750  Ridge Ave,19128,daivas-grille-philadelphia,3.5,51
Dalessandro's Steaks,600  Wendover St,19128,dalessandros-steaks-philadelphia,4.5,958
Dan Dan,126 S 16th St LOWR,19102,dan-dan-philadelphia-6,4.0,315
Dana Mandi,4211  Chestnut St,19104,dana-mandi-philadelphia,4.0,40
Danny's Wok II,5675 N Front Ave,19120,dannys-wok-philadelphia-2,3.5,8
Dante & Luigi,762 S 10th St,19147,dante-and-luigis-philadelphia,4.0,233
Dasiwa Inc.,735 N 26th St,19130,dasiwa-philadelphia,4.5,173
Dattilo's,8000  Horrocks St,19152,dattilos-delicatessen-philadelphia,4.5,33
Dave & Buster's,325 N Delaware Ave   1,19106,dave-and-busters-philadelphia,2.5,301
Dave and Buster's,1995  Franklin Mills Cir,19154,dave-and-busters-philadelphia-2,2.0,83
Dawn's Breakfast,7182  Ogontz Ave,19138,dawns-breakfast-philadelphia,3.5,13
Dawson Street Pub,100  Dawson St,19127,dawson-street-pub-philadelphia,4.0,55
Day by Day,2101  Sansom St,19103,day-by-day-philadelphia,4.0,456
Debbie's Place,2617 E Westmoreland St,19134,debbies-place-philadelphia,3.5,8
Deborah's Kitchen,2608 W Girard Ave,19130,deborahs-kitchen-philadelphia,3.5,6
Debreaux's,2135 N 63rd St,19151,debreauxs-philadelphia,3.5,22
Dejavu Restaurant,5929 N 5th St,19120,dejavu-bar-philadelphia,3.5,7
Deke's Barbeque,4901  Ridge Ave,19127,dekes-bar-b-que-philadelphia-3,4.0,42
Del Rossi's Cheesesteak Co.,538 N 04th St,19123,del-rossis-cheesesteak-co-philadelphia,3.5,155
Delicias,526 S 04th St,19147,delicias-philadelphia-5,4.0,19
Demarco's Italian Specialties,1338  Jackson St,19148,demarcos-italian-specialties-philadelphia,4.0,12
Denise's Bakery,2916 N 22nd St,19132,denises-delicacies-philadelphia,4.5,30
DeNofa's Homemade Sausage,6946  Torresdale Ave,19135,denofas-italian-deli-philadelphia,5.0,8
Derek's,4411  Main St,19127,dereks-philadelphia,3.0,233
Desi Chaat House,501 S 42nd St,19104,desi-chaat-house-philadelphia,4.0,194
Desi Village,4527  Baltimore Ave,19143,desi-village-philadelphia,3.5,95
Destination Dogs,1111  Walnut St,19107,destination-dogs-philadelphia,4.5,41
Devil's  Alley,1907  Chestnut St,19103,devils-alley-bar-and-grille-philadelphia,3.5,636
Devil's Den,1148 S 11th St,19147,devils-den-philadelphia,3.5,410
Devon and Blakely,1801  Market St,19103,devon-and-blakely-philadelphia,3.5,58
Diamond Club,1913 N Broad St,19122,diamond-club-philadelphia,2.5,3
Diamond Dolls,835 E Allegheny Ave,19134,diamond-dolls-go-go-club-philadelphia,3.0,1
Diamond Pizza Grill & Inc.,1700  Diamond St,19121,diamond-pizza-philadelphia,3.0,19
Dim Sum Garden,59 N 11th St,19107,toms-dim-sum-philadelphia,4.0,168
Dim Sum Garden Philly,1020  Race St,19107,dim-sum-garden-philadelphia,4.0,1129
DiMeo's Pizza,8500  Henry Ave,19128,pizzeria-dimeos-philadelphia,4.0,181
Dinardo's,312  Race St,19106,dinardos-famous-crabs-philadelphia-2,2.5,203
Dinner House,2706 E Allegheny Ave,19134,the-dinner-house-philadelphia,5.0,10
Distrito,3945  Chestnut St,19104,distrito-philadelphia-2,4.0,864
Dmitri's,795 S 03rd St,19147,dmitris-philadelphia,4.0,223
Dmitri's,944 N 02nd St,19123,dmitris-philadelphia-3,4.0,173
Dolce Cafe II,1619  Grant Ave,19115,dolce-pizza-philadelphia,4.0,14
Dolce Carini,1929  Chestnut St,19103,dolce-carini-philadelphia-2,3.5,97
Dolphin Tavern,1539 S Broad St,19147,the-dolphin-tavern-philadelphia,3.0,54
Doma Restaurant,1822  Callowhill St,19130,doma-philadelphia,4.0,353
Domino's Pizza,2308 W Oregon Ave   Pizza,19145,dominos-pizza-philadelphia-11,2.5,10
Domino's Pizza,3400  Aramingo Ave   Domino's,19134,dominos-pizza-philadelphia-12,2.0,13
Domino's Pizza,4438  Chestnut St,19104,dominos-pizza-philadelphia-14,2.0,20
Domino's Pizza,6391  Oxford Ave   95,19111,dominos-pizza-philadelphia-9,3.0,8
Domino's Pizza,716  South St   1,19147,dominos-pizza-philadelphia-6,2.5,39
Donna's Bar,2732 E Allegheny Ave,19134,donnas-bar-philadelphia,3.5,6
Donut Plus,1400 W Erie Ave,19140,donut-plus-philadelphia-2,4.5,2
Donuts Plus,4325  Chestnut St,19104,donut-plus-philadelphia,4.5,23
Doobie's Bar,2201  Lombard St,19146,doobies-philadelphia,4.0,141
Dooey's Road,2636 E Ann St,19134,dooeys-road-philadelphia,3.5,15
Dos Tacos,120 S 15th St,19102,dos-tacos-philadelphia,3.0,135
Dotties Donuts,4529  Springfield Ave,19143,dotties-donuts-philadelphia,4.0,49
Double Knot,120 S 13th St,19107,double-knot-philadelphia,4.0,230
Down Dog Healing Cafe,1001 S 10th St,19147,down-dog-healing-cafe-philadelphia,4.5,30
Dragon Phoenix House,2839  Tyson Ave,19149,dragon-phoenix-house-philadelphia,3.5,17
Draught Horse,1431  Cecil B. Moore Ave   'B',19121,draught-horse-philadelphia,3.0,91
Dream House Asian Bistro,6127  Ridge Ave,19128,dream-house-asian-bistro-philadelphia,3.0,82
Drexel University Main Cafe,3141  Chestnut St,19104,drexel-university-philadelphia,3.0,27
Drinker's Tavern,124  Market St,19106,drinkers-tavern-philadelphia,3.0,62
Drougie's Pizza,3542  Cottman Ave,19149,drougies-pizza-philadelphia,3.0,46
Duel Piano Bar,1420  Locust St,19102,duel-piano-bar-and-lounge-philadelphia,2.5,132
Dunkin  Donuts,1420  Cecil B. Moore Ave,19121,dunkin-donuts-philadelphia-84,1.5,10
Dunkin  Donuts,2530  Aramingo Ave   A,19125,dunkin-donuts-philadelphia-131,1.5,14
Dunkin Donuts,1 E Penn Sq,19107,dunkin-donuts-philadelphia-7,3.5,16
Dunkin Donuts,1100 S Columbus Blvd,19147,dunkin-donuts-philadelphia-115,4.0,18
Dunkin Donuts,1105  Chestnut St,19107,dunkin-donuts-philadelphia-80,4.5,4
Dunkin Donuts,1113  Market St   act,19107,dunkin-donuts-philadelphia-44,2.5,22
Dunkin Donuts,117 S 16th St,19102,dunkin-donuts-philadelphia,2.5,11
Dunkin Donuts,1401 S 10th St,19147,dunkin-donuts-philadelphia-36,3.0,20
Dunkin Donuts,1500  Market St   1,19102,dunkin-donuts-philadelphia-58,2.0,15
Dunkin Donuts,1551  Washington Ave,19146,dunkin-donuts-philadelphia-39,2.0,10
Dunkin Donuts,1829 E Allegheny Ave,19134,dunkin-donuts-philadelphia-68,2.5,6
Dunkin Donuts,2001  Chestnut St,19103,dunkin-donuts-philadelphia-46,3.5,17
Dunkin Donuts,2025 S Broad St,19148,dunkin-donuts-philadelphia-108,3.0,8
Dunkin Donuts,308  South St,19147,dunkin-donuts-philadelphia-156,1.0,2
Dunkin Donuts,329  Spring Garden St,19123,dunkin-donuts-philadelphia-91,2.5,8
Dunkin Donuts,3437  Walnut St,19104,dunkin-donuts-philadelphia-40,3.5,24
Dunkin Donuts,4160  Monument Rd,19131,dunkin-donuts-philadelphia-104,2.0,11
Dunkin Donuts,4268  Ridge Ave   donuts,19129,dunkin-donuts-philadelphia-69,3.0,18
Dunkin Donuts,5051  Wissahickon Ave,19144,dunkin-donuts-philadelphia-77,2.5,3
Dunkin Donuts,5100  City Ave   DONUT,19131,dunkin-donuts-philadelphia-42,2.0,15
Dunkin Donuts,5506  Chestnut St,19139,dunkin-donuts-philadelphia-33,1.5,10
Dunkin Donuts,634  Market St,19106,dunkin-donuts-philadelphia-164,2.5,2
Dunkin Donuts,717 E Girard Ave,19125,dunkin-donuts-philadelphia-6,3.5,7
Dunkin Donuts,7601  Lindbergh Blvd,19153,dunkin-donuts-philadelphia-102,2.0,17
Dunkin Donuts,813  Adams Ave,19124,dunkin-donuts-philadelphia-83,4.0,1
Embassy Suite Hotel,1776  Benjamin Franklin Pkwy,19103,embassy-suites-hotel-philadelphia,3.0,150
Embassy Suites Gift Shop,1776  Benjamin Franklin Pkwy,19103,embassy-suites-hotel-philadelphia,3.0,150
Emma's Cafe,7311  Frankford Ave,19136,emmas-cafe-philadelphia,4.0,58
Emma's Liberian Kitchen,7201  Woodland Ave  A,19142,emmas-liberian-kitchen-philadelphia,4.0,1
Empanadas Rosario,4649 N 5th St,19140,empanadas-rosario-philadelphia,5.0,2
Emperor Restaurant,725  Red Lion Rd,19115,emperor-restaurant-philadelphia,4.0,7
Empress Garden,108 N 10th St,19107,empress-garden-philadelphia,4.0,214
England Pizza,2840  Cottman Ave,19149,england-pizza-philadelphia,4.0,21
Erawan - Chinatown,925  Arch St,19107,erawan-thai-cuisine-philadelphia-2,3.5,193
Erawan Thai Cuisine,123 S 23rd St,19103,erawan-thai-cuisine-philadelphia-4,3.5,317
Erica Bar,2049 E Hagert St,19125,ericas-sports-bar-philadelphia,4.0,2
Esposito's Porchetta,1627 S 10th St   1,19148,espositos-porchetta-philadelphia,5.0,13
Espresso Cafe & Sushi,7814  Castor Ave,19152,espresso-cafe-and-sushi-bar-philadelphia-2,2.5,10
Essen Bakery,1437 E Passyunk Ave,19147,essen-bakery-philadelphia-2,5.0,29
European Republic,213  Chestnut St,19106,european-republic-philadelphia,4.0,188
European Republic,602  South St,19147,european-republic-philadelphia-2,3.0,46
Evan's Varsity Pizza,4311  Locust St,19104,evans-pizza-philadelphia,3.0,87
Evergreen Cheese Shop,184 E Evergreen St,19118,evergreen-cheese-chestnut-hill-philadelphia,4.5,5
Evergreen Deli,46 S 04th St,19106,evergreen-deli-philadelphia,3.5,7
Evergreen Liu Restaurant,4726  Spruce St,19139,ever-green-philadelphia,3.5,62
Everything Fresh,1222  Walnut St,19107,everything-fresh-philadelphia,4.0,63
Evo Brick Oven Pizza,277 W Mount Pleasant Ave,19119,evo-brickoven-pizza-philadelphia-2,4.5,33
Explorer's Den,2160 W Olney Ave,19144,explorers-den-steaks-and-hoagies-philadelphia,3.5,22
Express Breakfast-Lunch,1500  John F. Kennedy Blvd,19102,express-breakfast-and-lunch-philadelphia,4.0,4
Fa Caldo Caffe,1703 S 9th St,19148,fa-caldo-caffe-philadelphia,4.5,20
FABIO'S CHICKEN,4805 N Front St,19120,fabios-chicken-restaurant-takeout-philadelphia,4.5,5
Fado Pub,1500  Locust St,19102,fado-irish-pub-and-restaurant-philadelphia-2,3.5,374
Fairmount & Co.,795 N 24th St,19130,brown-street-pub-philadelphia,3.0,29
Fairmount Behavioral Health System,561  Fairthorne Ave,19128,fairmount-behavioral-health-system-philadelphia,1.5,7
Fairmount Pizzeria,2000  Fairmount Ave,19130,fairmount-pizza-and-grill-philadelphia-2,3.5,145
Falafel House,4403  Chestnut St,19104,falafel-exotic-cuisine-philadelphia,3.5,23
Falafel Hummus,402 E Girard Ave,19125,falafel-hummus-and-juice-bar-philadelphia,4.0,107
Falls Taproom,3749  Midvale Ave,19129,falls-taproom-philadelphia,3.5,222
Famous Dave's Bar-B-Que,1936 S Columbus Blvd,19148,famous-daves-philadelphia,3.5,94
Famous Gourmet Deli and Restaurant,1619  Grant Ave,19115,steve-steins-famous-deli-philadelphia-2,4.0,25
Fante's,1006 S 09th St,19147,fantes-kitchen-shop-philadelphia,4.5,153
Faragalli's Bakery,1400 S 13th St,19147,faragallis-bakery-philadelphia,4.5,12
Fare,2028  Fairmount Ave,19130,fare-philadelphia,3.5,322
Farmers Keep,10 S 20th St,19103,farmers-keep-philadelphia,4.5,105
Farmicia,15 S 03rd St,19106,farmicia-philadelphia,3.5,767
Fat Daddy's Pizza,125  Leverington Ave,19127,fat-daddys-pizza-philadelphia,3.0,32
Fat Jack's BBQ,10090  Roosevelt Blvd,19116,fat-jacks-bbq-philadelphia-2,3.5,104
Fat Jacks BBQ,6391  Oxford Ave,19111,fat-jacks-bbq-philadelphia-5,4.5,3
Fat Salmon,719  Walnut St,19106,fat-salmon-philadelphia,4.0,720
Fat Tuesday,431  South St,19147,fat-tuesday-philadelphia,2.5,117
Feast Your Eyes,1750 N Front St,19122,feast-your-eyes-philadelphia,4.5,8
Federal Donut,1219 S 2nd St,19147,federal-donuts-philadelphia,4.0,464
Federal Donut,3428  Sansom St,19104,federal-donuts-philadelphia-5,4.0,185
Federal Donut,701 N 07th St,19123,federal-donuts-philadelphia-8,4.0,135
Federal Donuts,1632  Sansom Street,19103,federal-donuts-philadelphia-3,4.0,841
FedEx,216 S 16th St,19102,fedex-office-print-and-ship-center-philadelphia-7,2.5,27
Fergie's Pub,1214  Sansom St,19107,fergies-pub-philadelphia,3.5,204
Ferrante's Meats & More,7534  Haverford Ave,19151,ferrantes-meats-and-more-philadelphia,5.0,11
Fette Sau,1208  Frankford Ave,19125,fette-sau-philadelphia,4.0,399
Fez Fine Moroccan Cuisine,620 S 02nd St,19147,fez-moroccan-restaurant-philadelphia-3,3.0,109
Fiddler 's Green Tavern,7358  Frankford Ave,19136,fiddlers-green-philadelphia,5.0,1
Field House Sports Bar,1150  Filbert St,19107,field-house-philadelphia,2.5,344
Fiesta Pizza,4518  Baltimore Ave,19143,fiesta-pizza-philadelphia,3.0,45
"Fiesta Pizza II, Inc.",600 E Jamestown Ave,19128,fiesta-pizza-ii-inc-philadelphia,3.5,42
Fiesta Pizza III,8339  Germantown Ave,19118,fiesta-pizza-iii-philadelphia-2,2.5,52
FiFi's Cuisine,6527  Rising Sun Ave,19111,fifis-creole-cuisine-philadelphia,3.0,13
Figs,2501  Meredith St,19130,figs-philadelphia,4.0,223
Fill Your Soul,1833 N 54TH St,19131,fill-your-soul-philadelphia,3.5,5
Fink's,4633  Princeton Ave,19135,finks-philadelphia,4.0,33
Fino's Pizzeria,6784  Germantown Ave,19119,finos-pizzeria-and-restaurant-philadelphia-2,3.0,26
Fiorella's,817  Christian St,19147,fiorellas-sausage-philadelphia,4.5,22
Fiorino,3572  Indian Queen Ln,19129,fiorino-east-falls,4.5,202
Fireside Tavern,2701 S Marshall St,19148,fireside-tavern-philadelphia,4.0,8
First Wok,129 W Chelten Ave,19144,first-wok-philadelphia,3.5,6
Fishtown Pizza,607 E Girard Ave,19125,fishtown-pizza-philadelphia,3.5,17
Fishtown Tavern,1301  Frankford Ave,19125,fishtown-tavern-philadelphia,4.0,61
Fitler Dining Room,2201  Spruce St,19103,fitler-dining-room-philadelphia,4.0,162
Fitzwater Cafe,728 S 07th St,19147,fitzwater-cafe-philadelphia,4.0,144
Fitzwater Street Philly Bagels,2001  Fitzwater St,19146,fitzwater-street-philly-bagels-philadelphia,4.5,32
Five Guys Famous Burgers and Fries,1527  Chestnut St,19102,five-guys-burgers-and-fries-philadelphia-3,3.5,179
Five Point Happy Hour Bar,4091  Ford Rd,19131,five-points-cocktail-lounge-philadelphia,4.5,7
Five Sisters,1949 N Front St,19122,five-sisters-ice-cream-and-sweets-inc-philadelphia,4.5,11
Five Star Restaurant,6667  Germantown Ave,19119,five-star-restaurant-philadelphia,3.5,6
Flaming Grill & Supreme Buffet,330 W Oregon Ave,19148,flaming-grill-buffet-philadelphia-2,3.5,10
Florida Style Pizza,2052 S Beechwood St,19145,florida-style-pizza-philadelphia,4.5,23
Flukes,7401  State Rd,19136,flukes-bar-and-grill-philadelphia,3.0,16
Flying Fish,8142  Germantown Ave,19118,rollers-restaurant-at-flying-fish-philadelphia,3.0,48
Flying Fish Seafood,2652 S 09th St,19148,flying-fish-seafood-philadelphia,3.0,4
Foghorn,4213  Ridge Ave,19129,foghorn-philadelphia,4.5,35
Fond,1537 S 11th St,19147,fond-philadelphia,4.5,261
Foo Kitchen,1301  Vine St,19107,foo-kitchen-philadelphia-4,4.0,71
Food and Friends,1933  Spruce St,19146,food-and-friends-philadelphia,4.0,141
Food and Friends,316 S 5th St,19106,food-and-friends-philadelphia-2,3.5,6
Foods on First VI,1429  Arch St,19102,foods-on-first-too-philadelphia,3.0,30
Foose Grill,5143  Baltimore Ave,19143,foose-grill-philadelphia,4.5,2
For Pete's Sake,900 S Front St,19147,for-petes-sake-philadelphia,4.0,137
Forman Mills,3500  Aramingo Ave,19134,forman-mills-philadelphia-7,3.5,5
Fortune Chinese Restaurant,1828  South St,19146,fortune-chinese-restaurant-philadelphia-20,3.5,45
Foundings Fathers,1612  South St,19146,founding-fathers-sports-bar-and-grill-philadelphia,3.5,106
Fountain Porter,1601 S 10th St,19148,fountain-porter-philadelphia,4.5,110
Four Seasons Diner,2811  Cottman Ave,19149,four-seasons-diner-philadelphia,3.5,102
Four Worlds Bakery,4634  Woodland Ave FL 1st,19143,four-worlds-bakery-philadelphia,4.5,43
Fox and Hound Smoke House & Tavern,1501  Spruce St,19102,fox-and-hound-philadelphia,2.5,281
Frak's Steaks,114  Levering St,19127,fraks-steaks-philadelphia,3.0,21
Franco's,2573  Tulip St,19125,francos-pizza-philadelphia,4.0,86
Frangelli's Bakery,847  Ritner St,19148,frangellis-bakery-philadelphia,4.5,100
Frank's Pizza,3600  Fisk Ave,19129,franks-pizza-philadelphia-2,4.0,75
Frankford Hall,1210  Frankford Ave,19125,frankford-hall-philadelphia,4.0,727
Franklin Mortgage & Investment Co.,112 S 18th St BLDG,19103,the-franklin-bar-philadelphia,4.0,658
Franklins,3521  Bowman St,19129,franklins-philadelphia,3.5,79
Franny Lou's Porch,2400  Coral St,19125,franny-lous-porch-philadelphia,5.0,18
Fratellis Italian Bistro,1339  Chestnut St,19107,fratellis-italian-bistro-philadelphia,3.0,169
Fratelly Pizza,2383  Cottman Ave,19149,fratelly-pizza-and-restaurant-philadelphia,1.5,18
Freddy & Tony's Restaurant,201 W Allegheny Ave,19133,freddy-and-tonys-restaurant-philadelphia,3.5,73
Freddy &Tony;'s Restaurant,3001 N Front St   A,19133,fredy-and-tonys-restaurant-philadelphia,4.5,10
Free Library of Philadelphia,1901  Vine St FL 4,19103,free-library-of-philadelphia-philadelphia-10,4.5,74
Fresh & Tasty Donuts Inc,4096  Lancaster Ave,19104,fresh-and-tasty-donuts-philadelphia,5.0,1
Fresh Donuts,3914  Lancaster Ave,19104,fresh-donuts-philadelphia-5,4.5,11
Fresh Grocer,5301  Chew Ave,19138,the-fresh-grocer-philadelphia-7,2.5,11
Fresh Gulf Seafood,2528 S 24th St,19148,fresh-gulf-seafood-philadelphia-2,4.5,16
FreshWorks of Mayfair,6801  Frankford Ave   b,19135,the-freshworks-mayfair-store-philadelphia,3.0,16
Frida Mexican Cuisine,1000  Wolf St,19148,frida-philadelphia,4.0,9
"Friday, Saturday, & Sunday",261 S 21st St,19103,friday-saturday-sunday-philadelphia,4.0,248
Friendly's,9165  Ridge Ave,19128,friendlys-philadelphia-2,2.0,23
Front Street Cafe & Restaurant,1253 N Front St,19122,front-street-cafe-philadelphia,4.0,189
Fuel,1225  Walnut St,19107,fuel-center-city-philadelphia-2,3.5,327
Fuji Mountain,2030  Chestnut St,19103,fuji-mountain-philadelphia,4.0,347
Furfari Soft Pretzels,2025  Frankford Ave,19125,furfari-soft-pretzel-bakery-philadelphia,3.5,9
Fusion Spice Cafe,1333 S 49th St,19143,fusion-spice-philadelphia-2,5.0,3
Fuwa Deli,3987  Ford Rd,19131,fuwa-deli-and-beer-philadelphia,3.0,1
