name,address,zipCode,biz_id,rating,review_count
Knead Bagels,725  Walnut St,19106,knead-bagels-philadelphia,4.0,196
Knock,225 S 12th St,19107,knock-philadelphia,3.5,112
Koch's Take Out,4309  Locust St,19104,kochs-deli-philadelphia,4.0,189
Koreana,3801  Chestnut St   A,19104,koreana-philadelphia,3.5,277
Kosmo Pizza & Grille,521 S Broad St,19147,kosmo-pizza-and-grille-philadelphia,4.0,83
Kraftwork,541 E Girard Ave,19125,kraftwork-philadelphia,4.0,477
Krupa's Bar,2701  Brown St,19130,krupas-tavern-philadelphia,4.5,15
Kumo Hibachi Sushi,17 S 43rd St,19104,kumo-hibachi-sushi-philadelphia-2,3.5,20
Kung Fu Necktie,1248 N Front St,19122,kung-fu-necktie-philadelphia,4.0,143
Kung Fu Tea,1006  Arch St,19107,kung-fu-tea-philadelphia-2,3.5,186
Kung Fu Tea,2222  Cottman Ave,19149,kung-fu-tea-philadelphia-5,3.0,28
Kurth Seafood,901 W Susquehanna Ave,19122,kurths-sea-food-philadelphia,3.5,7
La Calaca Feliz,2321  Fairmount Ave,19130,la-calaca-feliz-philadelphia,4.0,444
La Calenita Bakery & Cafe,5034 N 05th St   b,19120,la-calenita-bakery-cafe-philadelphia-2,4.5,14
La Casa Bella,4452  Main St,19127,la-casa-bella-philadelphia,3.0,21
La Casa del Buen Gusto,186 W Lehigh Ave,19133,la-casa-del-buen-gusto-philadelphia,3.5,5
La Casa del Sandwich,101 E Rockland St,19120,la-casa-del-sandwich-philadelphia,3.5,10
La Colombe Torre Faction,130 S 19th St,19103,la-colombe-coffee-philadelphia-2,4.0,465
La Colombe Torrefaction,1414 S Penn Sq,19102,la-colombe-coffee-philadelphia-3,4.0,271
La Creperie Cafe,1722  Sansom St   LCC,19103,la-creperie-cafe-philadelphia,3.5,146
La Famiglia,8 S Front St,19106,la-famiglia-ristorante-philadelphia,4.0,87
La Fonda deTeresita Restaurant,1446 S 8th St,19146,la-fonda-de-teresita-philadelphia,4.0,21
La Fourno,636  South St,19147,la-fourno-ristorante-trattoria-philadelphia,4.0,216
La Fusion Restaurant & Bar,2650 S 15th St,19145,la-fusion-restaurant-bar-philadelphia-3,4.5,27
La Mula Terca,2053 S Beechwood St,19145,la-mula-terca-philadelphia,5.0,8
La Parada Take Out Restaurant,4658  G St,19120,la-parada-philadelphia,3.5,3
La Parada Take Out Restaurant II,1543 E Luzerne St,19124,la-parada-2-philadelphia,4.5,3
La Peg,140 N Columbus Blvd,19106,la-peg-philadelphia,3.5,126
La Rosa Pizzeria,2106 S Broad St,19145,la-rosa-pizzeria-philadelphia,4.5,87
La Va,2100  South St,19146,la-va-cafe-philadelphia,3.5,176
La Viola,253 S 16th St,19102,la-viola-philadelphia,3.5,401
La Viola West,252 S 16th St,19102,la-viola-ovest-philadelphia,3.5,153
La Virgen De Las Nieves,1839 S 8th St,19148,la-virgen-de-las-nieves-philadelphia-3,4.0,5
Lacroix at the Rittenhouse,210 W Rittenhouse Sq,19103,lacroix-at-the-rittenhouse-philadelphia,4.5,341
Ladder 15,1528  Sansom St,19102,ladder-15-philadelphia,2.5,254
Lamine's Kitchen,7006  Elmwood Ave,19142,lamines-kitchen-philadelphia-2,4.0,1
Landmark Americana,2481 N 54th St,19131,landmark-americana-philadelphia-2,2.5,63
Landmark Americana,3333  Market St,19104,landmark-americana-philadelphia,3.0,251
Lang's Fruit & Produce,2101 S 16th St,19145,langs-fruit-and-produce-philadelphia,5.0,10
Larry's Famous Steaks and Hoagies,6400  Rising Sun Ave,19111,larrys-steaks-and-hoagies-philadelphia,3.5,23
Las Cazuelas,426 W Girard Ave,19123,las-cazuelas-philadelphia,4.0,239
Las Margaritas,2538  Welsh Rd   A,19152,las-margaritas-philadelphia,4.0,306
Las Rancheritas Restaurant,3956 N 5th St,19140,las-rancheritas-philadelphia,3.0,3
Las Vegas Lounge,704  Chestnut St,19106,las-vegas-lounge-philadelphia,3.0,72
LaScala's,615  Chestnut St,19106,lascalas-philadelphia,3.5,220
Last Drop Coffee House,1300  Pine St,19107,last-drop-philadelphia,3.0,175
Latimer Deli,255 S 15th St,19102,latimer-delicatessen-philadelphia,3.0,27
Laurel Restaurant,1617 E Passyunk Ave,19147,laurel-philadelphia-2,4.5,228
Lawncrest Restaurant,6339  Rising Sun Ave,19111,lawncrest-family-restaurant-philadelphia,2.5,4
Laxmi's Indian Grille,4425  Main St,19127,laxmi-indian-grille-philadelphia-3,3.5,148
Laxmis Indian Grille- East Falls,3492  Tilden St,19129,laxmis-indian-grille-east-falls-philadelphia,3.5,62
Lazo's Pizza and Grill,873 N 26th St,19130,lazos-pizza-and-grill-philadelphia,4.0,115
Le Baobab,5353  Woodland Ave,19143,le-baobab-philadelphia,4.5,4
Le Champignon de Tokio,124  Lombard St,19147,le-champignon-de-tokio-sushi-bar-philadelphia,3.5,18
Le Meridien Hotel,1421  Arch St,19102,le-meridien-philadelphia-philadelphia,4.0,191
Le Pain Quotiden,1937  Callowhill St,19130,le-pain-quotidien-the-granary-philadelphia,3.5,59
Le Pain Quotidien,1425  Walnut St,19102,le-pain-quotidien-rittenhouse-row-philadelphia,3.0,186
Le Pain Quotidien,801  Walnut St,19107,le-pain-quotidien-8th-st-and-walnut-philadelphia,3.5,139
Le Viet,1019 S 11th St,19147,le-viet-restaurant-philadelphia,4.0,250
Le Virtu,1927 E Passyunk Ave,19148,le-virtu-philadelphia,4.0,247
Lebel Pizza,5601 W Girard Ave,19131,lebel-pizza-philadelphia,2.0,7
LeBus Bakery Inc,129 S 18th St,19103,lebus-bakery-philadelphia-3,4.0,109
Lee How Fook,219 N 11th St,19107,lee-how-fook-philadelphia,3.5,135
Lerro's Candy,2434 S Broad St,19148,john-lerro-candies-philadelphia,4.0,7
Les & Doreen's Happy Tap,1301 E Susquehanna Ave,19125,les-and-doreens-happy-tap-philadelphia,4.0,19
Les Petits Cherubs @ The Falls,3300  Henry Ave BLDG 3,19129,les-petits-cherubs-philadelphia-2,4.0,3
Liberty Bar and Grill,2204  Market St,19103,liberty-bar-and-grill-philadelphia,4.0,40
Liberty Bell Diner,8445  Frankford Ave   L,19136,the-liberty-bell-diner-philadelphia,4.0,68
Liberty Bell Food Market,29 S 2nd St,19106,liberty-bell-food-market-philadelphia,3.0,9
Liberty Pizza and Grill,717 N 07th St,19123,liberty-pizza-and-grill-philadelphia,3.0,18
Linda's Vegetarian Village,6381  Germantown Ave,19144,lindas-vegetarian-village-philadelphia,4.0,10
Lipkins Bakery,8013  Castor Ave,19152,lipkin-bakery-philadelphia,4.0,32
Liquid Room,1361 N 02nd St,19122,liquid-room-restaurant-and-bar-philadelphia,3.5,24
Little Baby's Ice Cream,2311  Frankford Ave,19125,little-babys-ice-cream-philadelphia-2,4.0,234
Little Baby's Icecream,4903  Catharine St,19143,little-babys-ice-cream-philadelphia-3,4.0,68
Little Caesars,1701  Welsh Rd  4,19115,little-caesars-philadelphia-7,3.0,4
Little Fish,746  S. 06th Street,19147,little-fish-philadelphia,4.5,420
Little Italy Pizza,901  South St  D,19147,little-italy-pizza-philadelphia,3.5,198
Little Italy Pizza II,342  Queen St,19147,little-italy-pizza-philadelphia-2,3.5,54
Little Jimmie's Bakery Cafe,6669  Germantown Ave,19119,little-jimmies-bake-house-philadelphia-4,4.5,61
Little Kitchen City Restaurant,5000  City Ave,19131,little-kitchen-philadelphia,2.5,34
Little Negril Caribbean Restaurant,627  South Street St,19147,little-negril-jamaican-restaurant-philadelphia,4.5,8
Little Nonna's,1234  Locust St,19107,little-nonnas-philadelphia,4.0,459
Little Pete's,219 S 17th St,19103,little-petes-restaurant-philadelphia-2,3.5,311
Little Pete's Restaurant,2401  Pennsylvania Ave   REST,19130,little-petes-restaurant-philadelphia,3.5,90
Little Sicily Pizza,1433 W Passyunk Ave,19146,little-sicily-pizza-of-philadelphia-philadelphia,3.5,24
Little Spoon Cafe,1500  South St LOWR,19146,little-spoon-cafe-philadelphia,4.0,151
Living Room Cafe,701 S 5th Street St,19130,the-living-room-cafe-philadelphia,4.5,85
Lloyd,529 E Girard Ave,19125,lloyd-whiskey-bar-philadelphia-2,4.0,141
Lo Spiedo,4503 S Broad St,19112,lo-spiedo-philadelphia,3.5,126
Local 44,4333  Spruce St   corner,19104,local-44-philadelphia,3.5,401
Loco Pez,2401 E Norris St,19125,loco-pez-philadelphia,4.0,452
Locust Bar,235 S 10th St,19107,locust-bar-philadelphia,4.0,80
Locust Nosheri,236 S 21st St,19103,locust-deli-philadelphia-2,4.5,24
Locust Rendezvous Bar & Grill,1415  Locust St,19102,locust-rendezvous-philadelphia,4.0,165
Loews Philadelphia Hotel,1200  Market St   1,19107,loews-philadelphia-hotel-philadelphia,3.5,329
Logan Square Pizza & Cocina,161 N 21st St,19103,logan-square-pizza-and-grill-philadelphia,3.5,68
Lolita,106 S 13th St   A,19107,lolita-philadelphia-2,4.0,384
Lombard Cafe,542  Lombard St,19147,lombard-cafe-philadelphia,4.5,28
Lombard Swim Club,2040  Lombard St BLDG,19146,lombard-swim-club-philadelphia,3.0,5
London Grill,2301  Fairmount Ave   1,19130,london-grill-philadelphia,3.0,302
Long Life Chinese Natural Herbs,1011  Arch St,19107,long-life-chinese-natural-herbs-philadelphia,4.0,8
Long River Chinese Restaurant,1543  Spring Garden St,19130,long-river-chinese-restaurant-philadelphia,2.0,53
LongHorn Steakhouse,2120 S Columbus Blvd,19148,longhorn-steakhouse-philadelphia,2.5,97
Lord's Favor,2803  Kensington Ave,19134,lords-favor-philadelphia,5.0,1
Lore's Chocolate,34 S 07th St,19106,lores-chocolates-philadelphia-2,4.5,47
Lore's Espresso & Cappuccino Bar,36 S 07th St,19106,lores-espresso-philadelphia,4.0,24
Lorenzo & Sons Pizza,305  South St,19147,lorenzo-and-son-pizza-philadelphia,3.5,502
Lorenzo's Pizza,900  Christian St,19147,lorenzos-pizza-philadelphia-2,4.0,79
Los Gallos Restaurant Taqueria,951  Wolf St,19148,los-gallos-mexican-taqueria-philadelphia,4.5,322
Los Jimenez Mexican Cocin,2654 S 6th St,19148,los-jimenez-philadelphia,4.5,32
Los Tacos Food Market,5104 N 5th St,19120,los-tacos-philadelphia,3.5,23
Los Taquitos de Puebla,1149 S 09th St,19147,los-taquitos-de-puebla-philadelphia,3.5,88
Lovash International Grill,236  South St,19147,lovash-indian-restaurant-and-bar-philadelphia-3,3.5,208
Lowe's,2106 S Columbus Blvd,19148,lowes-philadelphia-2,3.0,38
Lucky 13 Pub,1820 S 13th St,19146,lucky-13-pub-philadelphia,4.0,110
Lucky Garden Restaurant,6631  Ridge Ave,19128,lucky-garden-philadelphia,2.5,29
Lucky Restaurant,4710  Baltimore Ave,19143,luckys-chinese-take-out-philadelphia,3.5,36
Lucky Restaurant,810 W Girard Ave,19123,lucky-restaurant-philadelphia,3.0,1
Lucky Star Chinese Restaurant,8919  Ridge Ave,19128,lucky-star-philadelphia-5,4.0,74
Lucky Star food Market,7329  Elmwood Ave,19142,lucky-star-food-market-philadelphia,5.0,1
Lucky Strike Lanes,1336  Chestnut St   2,19107,lucky-strike-philadelphia-2,3.0,201
Lucky Wok Chinese Restaurant,5431 N 05th St,19120,lucky-wok-restaurant-philadelphia-2,2.5,6
Lucky's Last Chance,4421  Main St,19127,luckys-last-chance-philadelphia-2,4.5,274
Luigi's Pizza Fresca,2401  Fairmount Ave,19130,luigis-pizza-fresca-philadelphia,4.0,163
Luke's Bar,2434  Cedar St,19125,lukes-bar-philadelphia,3.0,8
Luke's Lobster,130 S 17th St,19103,lukes-lobster-philadelphia-2,4.5,720
Lyrics Lounge,6527  Roosevelt Blvd,19149,lyrics-lounge-philadelphia,4.0,5
Macaroni's Pasta and Seafood,9315  Old Bustleton Ave,19115,macaronis-restaurant-philadelphia,4.0,79
Mace's Crossing,1714  Cherry St,19103,maces-crossing-philadelphia,2.5,74
Machi Sushi,209  20 St,19103,machi-sushi-bar-philadelphia,3.5,124
Mad 4 Mex,3401  Walnut St   Mad,19104,mad-mex-university-city-philadelphia-3,3.0,558
Mad Greek Pizza,3517  Lancaster Ave,19104,mad-greek-restaurant-and-pizza-philadelphia-2,4.0,45
Madira Bar & Grill,1252 S 21st St,19146,madira-bar-and-grill-philadelphia,4.5,27
Maggiano's Little Italy,1201  Filbert St,19107,maggianos-little-italy-philadelphia,3.5,391
Maggie's Waterfront Cafe,9242 N Delaware Ave,19114,maggies-waterfront-cafe-philadelphia,3.0,92
Magpie Artisan Pie Boutique,1622  South St,19146,magpie-philadelphia,4.5,210
Mai Lai Wah,1001  Race St,19107,davids-mai-lai-wah-philadelphia,3.0,356
Maki of Japan (Terminal E),8500  Essington Ave,19153,maki-of-japan-philadelphia,2.5,17
Makiman Sushi,7324  Oxford Ave,19111,makiman-sushi-philadelphia-2,4.0,124
Malelani Cafe,6734  Germantown Ave,19119,malelani-cafe-philadelphia,4.5,57
Mallu Cafe,10181  Verree St,19116,mallu-cafe-and-catering-philadelphia,4.0,25
Mama Palma's Gourmet Pizza,2229  Spruce St,19103,mama-palmas-gourmet-pizza-philadelphia,3.5,184
Mama's Boy Hoagies,1352 N 57th St,19131,mamas-boy-philadelphia,4.0,1
Mama's Vegetarian,18 S 20th St,19103,mamas-vegetarian-philadelphia,4.5,489
Mamma Maria Ristorante,1637 E Passyunk Ave,19148,ristorante-mamma-marias-philadelphia,3.5,72
Manakeesh Cafe & Bakery,4420  Walnut St,19104,manakeesh-cafe-bakery-philadelphia,4.0,377
Manayunk Brewing Co.,4120  Main St,19127,manayunk-brewery-philadelphia-2,3.5,428
Manayunk Deli & Food Market,4528  Wilde St,19127,manayunk-specials-philadelphia,5.0,1
Manayunk Tavern,4247  Main St,19127,manayunk-tavern-philadelphia,3.5,107
Mancuso Cheese Shop,1902 E Passyunk Ave,19148,mancuso-lucio-j-and-son-philadelphia,5.0,7
Mandarin House,3 W Girard Ave,19123,mandarin-house-philadelphia-2,3.0,27
Mandarin Palace,1835  Chestnut St,19103,mandarin-palace-philadelphia,3.5,129
Manhattan Bagel,6001  Ridge Ave   A,19128,manhattan-bagel-co-philadelphia-2,3.0,27
Manny Brown's,512  South St,19147,manny-browns-philadelphia,3.5,87
Marathon Grill,121 S 16th St,19102,marathon-grill-philadelphia-11,3.5,413
Marathon Grill,1818  Market St   19,19103,marathon-grill-philadelphia-8,3.0,97
Marathon on the Square,1839  Spruce St,19103,marathon-on-the-square-philadelphia,3.5,171
Marchiano's Bakery,4653  Umbria St,19127,marchianos-bakery-philadelphia,4.5,77
Margherita Pizza,60 S 02nd St,19106,margherita-pizzeria-philadelphia-2,3.5,46
Maria's Summit Restaurant,8100  Ridge Ave,19128,marias-ristorante-on-summit-philadelphia-2,3.5,53
Maribel Restaurant,700  Moore St,19148,maribel-restaurant-philadelphia-2,5.0,19
Marigold Kitchen,501 S 45th St,19104,marigold-kitchen-philadelphia,4.0,235
Marino's Deli,5910  Torresdale Ave,19135,marinos-deli-philadelphia,5.0,4
Mario's Brother Pizza,2224  Cottman Ave   Pizza Shop,19149,mario-brothers-pizza-philadelphia,4.5,14
Mario's Pizza,7700  Crittenden St,19118,marios-pizza-philadelphia-3,3.5,31
Mariposa Food Co - Op,4824  Baltimore Ave,19143,mariposa-food-co-op-philadelphia,4.0,57
Mark's Cafe,3420  Walnut St,19104,marks-cafe-philadelphia,2.5,6
Marmont Steakhouse & Bar,222  Market St,19106,marmont-steakhouse-and-bar-philadelphia,3.5,196
Marra's,1734 E Passyunk Ave,19148,marras-philadelphia-2,3.0,203
Marrakesh,517 S Leithgow St,19147,marrakesh-philadelphia,4.5,384
Marshall's #1176,1044  Market St,19107,marshalls-philadelphia-4,3.5,17
Martha,2113 E York St,19125,martha-philadelphia,4.0,57
Mary's Luncheonette,3600  Richmond St,19134,marys-lunch-philadelphia,5.0,1
Masala Kitchen,1211  Walnut St,19107,masala-kitchen-kati-rolls-and-platters-philadelphia,4.5,114
Master Wok,1625  Chestnut St   wok,19103,master-wok-philadelphia-4,3.0,10
Master Wok,1934  Liacouras Walk,19122,master-wok-philadelphia-3,4.0,6
Master's Bar & Restaurant,1535 N Carlisle St,19121,masters-bar-and-restaurant-philadelphia,3.5,28
Matt & Marie's,100 N 18th St,19103,matt-and-maries-philadelphia,4.0,143
Matt and Marie's,1107  Walnut St,19107,matt-and-maries-philadelphia-5,4.0,22
Maxx's  Produce,255 S 20th St,19103,maxxs-produce-philadelphia,4.5,33
Maya J. Restaurant,4371  Main St,19127,maya-j-philadelphia,4.5,46
Mayfair Bakery,6447  Frankford Ave,19135,mayfair-bakery-philadelphia,4.0,7
Mayfair Pizza,7424  Frankford Ave,19136,mayfair-pizza-philadelphia,3.5,6
Mayflower Bakery Cafe,1008  Race St,19107,mayflower-bakery-and-cafe-philadelphia,4.5,55
McCormick & Schmick's Seafood Restaurant,1 S Broad St,19107,mccormick-and-schmicks-philadelphia,3.0,217
McCrossen's Tavern,529 N 20th St,19130,mccrossens-tavern-philadelphia,3.5,199
McCusker Tavern,2601 S 17th St,19145,mccuskers-tavern-philadelphia,4.5,20
McDonald's,101 S 52nd St,19139,mcdonalds-philadelphia-4,2.0,10
McDonald's,1401  Arch St,19102,mcdonalds-philadelphia-24,2.0,16
McDonald's,7800  Germantown Ave,19118,mcdonalds-philadelphia-7,1.0,19
McDonald's,914 S Broad St,19146,mcdonalds-philadelphia-10,2.0,21
McDonalds,22 W Girard Ave,19123,mcdonalds-philadelphia-12,2.5,12
McDonalds,3935  Walnut St,19104,mcdonalds-philadelphia-6,2.0,42
McDonalds #4716,1201 N Broad St,19122,mcdonalds-philadelphia-52,2.0,10
McGillin's Old Ale House,1310  Drury Ln,19107,mcgillins-olde-ale-house-philadelphia,4.0,665
McGlinchey Bar & Grill/Top Bar,259 S 15th St   259-261,19102,mcglincheys-bar-and-grill-philadelphia,3.5,169
McKenna's Pub,153  Snyder Ave,19148,mckennas-pub-philadelphia,4.0,2
McMenamin's Tavern,7170  Germantown Ave,19119,mcmenamins-tavern-philadelphia,4.0,161
McNally's,3300  Brighton St,19149,mcnallys-tavern-philadelphia,5.0,8
McNally's Tavern,8634  Germantown Ave,19118,mcnallys-tavern-philadelphia-3,4.5,147
Mediterra Grill,2119 N 63rd St,19151,mediterra-grill-philadelphia,3.5,24
Mediterranean 2000,8026  Bustleton Ave,19152,mediterranean-2000-philadelphia,3.5,25
Medusa,27 S 21st St,19103,medusa-lounge-philadelphia-2,3.5,63
Medusa Pizzeria,2327  Gaul St,19125,medusa-pizzeria-philadelphia-2,4.0,48
Mega Quality Pizza,9829  Bustleton Ave,19115,mega-quality-pizza-restaurant-philadelphia,4.5,8
Melange Tea & Spice,1042  Pine St,19107,melange-tea-and-spice-philadelphia,5.0,23
Melino's Hoagies Inc,1501  Ellsworth St,19146,melinos-market-philadelphia,4.5,5
Melrose Diner,1501  Snyder Ave,19145,melrose-diner-philadelphia,3.0,199
Memphis Market & Grill,2327 E Huntingdon St,19125,memphis-market-and-grill-philadelphia,4.5,15
Memphis Taproom,2331 E Cumberland St   #,19125,memphis-taproom-philadelphia,4.0,591
Menagerie Coffee,18 S 3rd St,19106,menagerie-coffee-philadelphia,4.5,206
Menchie's Frozen Yogurt,9173  Roosevelt Blvd,19114,menchies-frozen-yogurt-philadelphia,4.5,9
Mercato Restaurant,1216  Spruce St,19107,mercato-philadelphia,4.0,553
Mercer Cafe,2619 E Westmoreland St,19134,mercer-cafe-philadelphia,4.0,55
Mercer Cafe at the Navy Yard,4920 S 15th St,19112,mercer-cafe-at-the-navy-yard-philadelphia-2,3.5,28
Metropolitan Bakery,262 S 19th St   262-264 S. 19th Street,19103,metropolitan-bakery-philadelphia-4,4.0,136
Metropolitan Bakery and Cafe,4013  Walnut St,19104,metropolitan-bakery-philadelphia-6,3.5,107
Mexican Post Express,1932  Liacouras Walk,19122,mexican-post-express-philadelphia-2,2.5,4
Mezzanine,17 E Price St,19144,mezzanine-superclub-philadelphia,2.0,3
Mi Puebla Restaurant,7157  Germantown Ave,19119,mi-puebla-restaurant-philadelphia,3.0,68
Mica Restaurant,8609  Germantown Ave,19118,mica-restaurant-philadelphia,4.0,97
Michael's You Chinese Restaurant,1601  Wharton St,19146,michaels-chinese-kitchen-philadelphia,3.5,4
Michaels Arts and Crafts,9739 E Roosevelt Blvd,19114,michaels-philadelphia-2,3.0,4
Miga,2001  Hamilton St,19130,miga-korean-bbq-and-sushi-philadelphia-5,3.5,120
Mike's Sunoco,8901  Ridge Ave,19128,mikes-service-center-philadelphia,5.0,2
Mikes' Pizza & More,4111  Main St,19127,mikes-pizza-philadelphia,2.5,38
Milano Pizza,1140 S 9th St,19147,milano-pizza-and-grill-philadelphia,3.5,16
Miles Table,1620  South St,19146,miles-table-philadelphia,4.5,327
Milk and Honey,518 S 4th St,19147,milk-and-honey-philadelphia-2,3.5,60
Milk House Grilled Cheese & Ice Cream,37 S 19th St,19103,the-milk-house-philadelphia-3,3.5,23
Milkboy,1100  Chestnut St,19107,milkboy-philadelphia,3.5,251
Milkcrate  Cafe',400 E Girard Ave,19125,milkcrate-cafe-philadelphia-3,4.5,163
Milkhouse,1617  John F. Kennedy Blvd,19103,the-milk-house-philadelphia,3.5,61
Miller's Ale House,2100 S Columbus Blvd,19148,millers-ale-house-south-philadelphia-philadelphia,4.0,15
Mina's Pizza Restaurant,6151  Ridge Ave,19128,minas-pizza-philadelphia,3.0,35
Minar Palace,1304  Walnut St,19107,minar-palace-philadelphia,3.5,196
Ming River Restaurant,108 W Susquehanna Ave,19122,ming-river-chinese-restaurant-philadelphia,3.5,7
Ming River Sidewalk House,148 N 10th St,19107,ming-river-side-walk-house-philadelphia,3.5,18
Misconduct Tavern,1511  Locust St LOWR,19102,misconduct-tavern-philadelphia,3.5,325
Miss Rachel's Pantry,1938 S Chadwick St,19145,miss-rachels-pantry-philadelphia,4.5,87
Mission,1516  Sansom St   2nd Floor,19102,mission-taqueria-philadelphia,4.0,94
Mission BBQ NE Philly,11000  Roosevelt Blvd   1,19116,mission-bbq-philadelphia,4.0,120
Miyabi,243 S 10th St,19107,miyabi-restaurant-philadelphia,4.0,63
Mizu Restaurant,133 S 20th St LOWR,19103,mizu-sushi-bar-philadelphia,3.5,104
Mizu Sushi Bar,111 S 40th St,19104,mizu-philadelphia,3.0,101
Moctezuma  Restaurant,1108 S 9th St,19146,moctezuma-restaurant-philadelphia,3.5,46
Modo Mio,161 W Girard Ave,19123,modo-mio-philadelphia,4.5,473
MoJo's Pop Co.,1321 S 2nd St,19147,mojos-pop-philadelphia,5.0,11
MoJu's Family Pizzeria,2501 E Westmoreland St,19134,mojus-family-pizzeria-philadelphia,3.5,10
Mole Poblano Restaurant,1144 S 9th St,19147,mole-poblano-restaurant-philadelphia,4.5,62
Mong Kok Bakery,153 N 10th St,19107,mong-kok-station-philadelphia,3.0,75
Monk's Cafe,264 S 16th St,19102,monks-cafe-philadelphia-4,4.0,1818
Monsu,901  Christian St,19147,monsu-philadelphia,4.0,212
Mood Cafe,4618  Baltimore Ave,19143,mood-cafe-philadelphia,4.5,374
Mood Indian Restaurant,423 W Girard Ave,19123,mood-indian-restaurant-philadelphia-2,4.0,29
Moon Light Cuisine Restaurant & Lounge,6834  Limekiln Park   a,19138,moonlight-cuisine-philadelphia,3.5,15
Moonshine Bar,1825 E Moyamensing Ave,19147,moonshine-philly-philadelphia,4.0,122
More Than Just Ice Cream,1119  Locust St,19107,more-than-just-ice-cream-philadelphia,3.5,197
Morgan's Pier,221 N Columbus Blvd,19106,morgans-pier-philadelphia,3.0,434
Morimoto,723  Chestnut St,19106,morimoto-philadelphia,4.5,1404
Morning Glory Diner,735 S 10th St,19147,sams-morning-glory-diner-philadelphia,4.0,524
Morrones,200 N 63rd St,19139,morrones-water-ice-philadelphia,4.5,7
Morton's,1411  Walnut St,19102,mortons-the-steakhouse-philadelphia,3.5,102
Moshulu,401 S Columbus Blvd,19106,moshulu-philadelphia-2,3.5,444
Mr Wong's Take Out,1849  Wolf St,19145,mr-wongs-chinese-restaurant-philadelphia,3.5,14
Mugshots Coffeehouse,1925  Fairmount Ave,19130,mugshots-coffeehouse-philadelphia-2,4.0,189
Mui Chung Restaurant,1133 S Broad St,19147,mui-chung-philadelphia,3.5,13
Mulherin & Sons,1355 N Front St,19122,wm-mulherins-sons-philadelphia,4.5,123
Mumbai Bistro,930  Locust St,19107,mumbai-bistro-philadelphia,4.0,180
Munchie's Cafe,728  Chestnut St,19106,munchies-cafe-philadelphia,3.5,45
Murph's Place,202 E Girard Ave,19125,murphs-bar-philadelphia,4.5,83
Murphy's Tavern,5892  Henry Ave,19128,murphys-tavern-philadelphia,4.0,16
Museum Deli,333  Spring Garden St,19123,museum-deli-philadelphia,3.5,9
Mustard Greens,622 S 02nd St,19147,mustard-greens-restaurant-philadelphia,4.0,64
My Thai,2200  South St,19146,my-thai-restaurant-philadelphia,3.5,86
Naf Naf Grill,1919  Market St  Retail 2,19103,naf-naf-grill-philadelphia,4.0,17
Nam Phuong Restaurant,1100  Washington Ave,19147,nam-phuong-philadelphia,4.0,559
Nam Son Restaurant & Bakery,1601  Washington Ave   Space B,19146,nam-son-philadelphia,4.0,119
Nam Vang Restaurant,571  Adams Ave   #1,19120,nam-vang-restaurant-philadelphia,3.5,24
Nan Yang Asian Cuisine,932  Race St,19107,nan-yang-asian-cuisine-philadelphia-2,3.5,12
Nan Zhou Hand Drawn Noodle House,1022  Race St,19107,nan-zhou-hand-drawn-noodle-house-philadelphia,4.0,1359
Nanees Indian Pakistani Kitchen,51 N 12th St,19107,nanees-kitchen-philadelphia,3.0,60
Naoki Ramen,915  Race St,19107,naoki-ramen-philadelphia,4.0,64
Natalie's Lounge,4003  Market St,19104,natalies-philadelphia,3.0,13
Nate's Bagels,1619  Grant Ave   A,19115,nates-hot-bagels-philadelphia,2.5,7
Nathan's Famous,2955  Market St,19104,nathans-famous-philadelphia-2,1.5,3
National Mechanics,22 S 3rd St,19106,national-mechanics-philadelphia,4.0,667
Nest,1301  Locust St LOWR,19107,nest-philadelphia,4.0,39
Nest Chestnut Hill,10 W Gravers Ln,19118,nest-philadelphia-2,4.0,4
Neuf Restaurant,943 S 9th St,19147,restaurant-neuf-philadelphia,4.5,47
New Boston Style Pizza,2422  Rhawn St,19152,new-boston-style-pizza-philadelphia,4.0,7
New China Chinese Restaurant at Allegheny,2552 E Allegheny Ave,19134,new-china-gourmet-philadelphia,3.0,6
New China One,3977  Ford Rd,19131,new-china-philadelphia-3,3.5,19
New China Restaurant,2354 S 07th St,19148,new-china-philadelphia,4.5,8
New Deck Tavern,3408  Sansom St,19104,new-deck-tavern-philadelphia,3.5,309
New Delhi Restaurant,4004  Chestnut St,19104,new-delhi-indian-restaurant-philadelphia,4.0,382
New England Pizza,2417  Welsh Rd   2,19114,new-england-pizza-philadelphia-2,3.5,24
New England Pizza,9867  Bustleton Ave,19115,new-england-pizza-philadelphia,2.5,11
New Germantown Pizza,4923  Germantown Ave,19144,new-germantown-pizza-philadelphia,2.0,7
New Golden House Restaurant,5833  Germantown Ave,19144,new-golden-house-philadelphia,5.0,1
New Harmony Vegetarian Restaurant,135 N 09th St,19107,new-harmony-vegetarian-restaurant-philadelphia,4.0,270
New london pizza,7230  Frankford Ave,19135,new-london-pizza-and-restaurant-philadelphia,3.5,6
New Ocean Chinese Restaurant,1128 E Luzerne St,19124,new-ocean-chinese-restaurant-philadelphia,2.5,4
New South China Restaurant,1640  South St,19146,new-south-china-philadelphia,3.0,45
New Style Pizza,4060  Chestnut St,19104,new-style-pizzeria-philadelphia,3.5,37
New Tower Pizzeria,1410  South St,19146,new-tower-pizzeria-philadelphia,1.5,22
New Town Deli Restaurant,448 N 09th St,19123,new-town-restaurant-philadelphia,4.5,12
